,gender,car,reality,child_num,income_total,income_type,edu_type,family_type,house_type,DAYS_BIRTH,DAYS_EMPLOYED,work_phone,phone,email,occyp_type,family_size,begin_month,id
201,F,Y,Y,0,225000.0,Working,Higher education,Married,House / apartment,-12322,-3717,0,0,0,Core staff,2.0,-10.0,200
202,F,N,N,0,135000.0,Working,Higher education,Married,House / apartment,-14185,-4447,1,0,0,Core staff,2.0,-8.0,201
203,M,Y,Y,0,360000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-11613,-4031,0,1,0,Laborers,2.0,-41.0,202
204,M,N,N,0,382500.0,Working,Secondary / secondary special,Married,Municipal apartment,-17254,-1207,1,1,0,Managers,2.0,-46.0,203
205,F,N,Y,0,171000.0,Working,Secondary / secondary special,Single / not married,Rented apartment,-16938,-673,0,0,0,Laborers,1.0,-28.0,204
206,M,N,N,0,292500.0,State servant,Secondary / secondary special,Married,House / apartment,-11365,-2745,1,1,0,Core staff,2.0,-48.0,205
207,F,Y,N,0,144000.0,Working,Secondary / secondary special,Widow,House / apartment,-14407,-1345,0,0,0,HR staff,1.0,-6.0,206
208,F,N,N,2,112500.0,State servant,Higher education,Married,House / apartment,-11604,-2721,0,0,1,Core staff,4.0,-3.0,207
209,F,N,Y,0,81000.0,Pensioner,Secondary / secondary special,Married,House / apartment,-21383,365243,0,1,0,NaN,2.0,-18.0,208
210,F,Y,Y,1,225000.0,Working,Higher education,Separated,House / apartment,-14816,-1672,0,0,0,Core staff,2.0,0.0,79
211,F,N,Y,0,315000.0,Commercial associate,Higher education,Separated,House / apartment,-17752,-2380,1,1,0,Accountants,1.0,-52.0,209
212,M,Y,Y,1,427500.0,Working,Higher education,Married,House / apartment,-15085,-354,0,0,0,Managers,3.0,-3.0,210
213,F,N,N,0,78750.0,Working,Secondary / secondary special,Married,With parents,-12104,-2045,1,0,0,Security staff,2.0,-13.0,211
214,F,N,N,0,67500.0,Pensioner,Higher education,Widow,House / apartment,-24081,365243,0,0,0,NaN,1.0,-30.0,212
215,F,N,Y,0,121500.0,Working,Secondary / secondary special,Married,House / apartment,-22046,-2011,0,0,0,Laborers,2.0,-13.0,213
216,F,N,N,0,144000.0,Working,Secondary / secondary special,Single / not married,House / apartment,-16898,-7310,1,1,0,Core staff,1.0,-42.0,214
217,F,N,Y,0,135000.0,Pensioner,Secondary / secondary special,Married,House / apartment,-22283,365243,0,0,0,NaN,2.0,-45.0,215
218,F,N,N,0,94500.0,Pensioner,Secondary / secondary special,Married,House / apartment,-21513,365243,0,1,0,NaN,2.0,-41.0,216
219,F,Y,N,0,562500.0,Working,Higher education,Married,House / apartment,-14654,-2836,1,0,0,Managers,2.0,-12.0,217
220,F,N,Y,0,90000.0,Pensioner,Secondary / secondary special,Single / not married,House / apartment,-21992,365243,0,0,0,NaN,1.0,-32.0,218
221,F,N,N,1,72000.0,Commercial associate,Higher education,Married,House / apartment,-14173,-1925,0,0,1,Accountants,3.0,-43.0,219
222,M,N,Y,0,144000.0,Working,Secondary / secondary special,Civil marriage,House / apartment,-16979,-1830,0,0,0,Security staff,2.0,-11.0,220
223,F,Y,N,0,202500.0,Commercial associate,Secondary / secondary special,Married,Municipal apartment,-21276,-1128,0,1,0,Accountants,2.0,-17.0,221
224,F,N,N,0,270000.0,Working,Higher education,Married,House / apartment,-17573,-5792,1,1,0,Managers,2.0,-28.0,222
225,M,Y,N,1,180000.0,Working,Secondary / secondary special,Married,House / apartment,-11498,-4491,0,0,0,NaN,3.0,-12.0,223
226,F,Y,Y,2,315000.0,Commercial associate,Higher education,Married,With parents,-12621,-1327,0,0,0,Managers,4.0,-50.0,224
227,M,Y,Y,0,180000.0,Working,Secondary / secondary special,Married,House / apartment,-19565,-3246,0,0,0,NaN,2.0,-49.0,225
228,M,N,Y,0,292500.0,Commercial associate,Higher education,Single / not married,Rented apartment,-9990,-1221,0,1,0,Sales staff,1.0,-7.0,226
229,F,N,Y,0,90000.0,Pensioner,Higher education,Married,House / apartment,-21340,365243,0,0,0,NaN,2.0,-51.0,227
230,F,N,N,0,103500.0,Working,Secondary / secondary special,Married,House / apartment,-17767,-11062,1,0,0,Medicine staff,2.0,-37.0,228
231,F,Y,N,0,67500.0,Pensioner,Secondary / secondary special,Married,House / apartment,-22989,365243,0,1,0,NaN,2.0,-19.0,229
232,F,Y,Y,0,225000.0,Working,Higher education,Civil marriage,House / apartment,-11067,-492,0,0,0,Sales staff,2.0,-17.0,230
233,M,Y,Y,0,112500.0,Working,Secondary / secondary special,Married,House / apartment,-16076,-7679,0,0,0,NaN,2.0,-27.0,231
234,M,Y,Y,0,450000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-18318,-923,0,1,1,Drivers,2.0,-59.0,232
235,M,N,Y,0,247500.0,Commercial associate,Higher education,Civil marriage,House / apartment,-15995,-401,0,0,0,Core staff,2.0,-11.0,233
236,M,Y,N,0,247500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-17455,-1321,0,0,0,Drivers,2.0,-20.0,234
237,F,N,N,0,112500.0,State servant,Secondary / secondary special,Married,House / apartment,-14216,-6649,1,1,0,NaN,2.0,-27.0,235
238,M,N,N,0,225000.0,Working,Secondary / secondary special,Married,House / apartment,-15634,-158,1,0,0,Laborers,2.0,-29.0,236
239,F,Y,Y,1,270000.0,Working,Higher education,Separated,House / apartment,-14052,-140,0,1,1,Sales staff,2.0,-37.0,237
240,M,Y,N,0,382500.0,State servant,Higher education,Married,Office apartment,-11960,-4174,0,0,0,NaN,2.0,-3.0,238
241,M,N,N,2,202500.0,Working,Secondary / secondary special,Married,House / apartment,-12703,-3141,0,1,0,Laborers,4.0,-18.0,239
242,F,N,N,2,180000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-13791,-1353,1,0,0,Accountants,4.0,-6.0,240
243,F,N,Y,0,112500.0,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,-15903,-762,0,0,0,Sales staff,1.0,-13.0,241
244,M,N,N,1,99000.0,Working,Secondary / secondary special,Single / not married,House / apartment,-17876,-5239,0,0,0,Laborers,2.0,-1.0,242
245,F,Y,Y,1,157500.0,State servant,Secondary / secondary special,Married,House / apartment,-13811,-3380,0,0,0,Laborers,3.0,-23.0,243
246,F,Y,Y,0,202500.0,Working,Higher education,Married,House / apartment,-20182,-7514,0,0,0,Accountants,2.0,-43.0,244
247,F,N,Y,0,90000.0,Working,Secondary / secondary special,Married,House / apartment,-18474,-3021,0,0,1,Cleaning staff,2.0,-28.0,245
248,M,Y,Y,2,157500.0,Commercial associate,Higher education,Married,With parents,-14192,-626,0,0,0,Drivers,4.0,-47.0,246
249,M,N,N,0,180000.0,Working,Higher education,Married,House / apartment,-14972,-1063,0,0,0,Core staff,2.0,-43.0,247
250,M,N,Y,1,180000.0,Commercial associate,Secondary / secondary special,Married,Municipal apartment,-12627,-2267,0,0,0,High skill tech staff,3.0,-11.0,248
251,F,N,N,0,202500.0,Pensioner,Secondary / secondary special,Married,House / apartment,-20565,365243,0,1,0,NaN,2.0,-14.0,249
252,F,Y,N,1,90000.0,Working,Incomplete higher,Married,Rented apartment,-12383,-3480,0,0,0,Laborers,3.0,-6.0,250
253,F,N,Y,0,225000.0,Commercial associate,Higher education,Single / not married,House / apartment,-19777,-6835,1,1,0,Core staff,1.0,-22.0,251
254,F,Y,Y,0,126000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-10302,-734,0,0,0,Core staff,2.0,-32.0,252
255,F,N,Y,1,180000.0,State servant,Higher education,Married,House / apartment,-10969,-3485,0,0,1,High skill tech staff,3.0,-5.0,253
256,F,N,Y,2,360000.0,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,-13576,-3560,0,0,0,Sales staff,3.0,-25.0,254
257,F,N,Y,0,157500.0,Pensioner,Secondary / secondary special,Widow,House / apartment,-23774,365243,0,0,0,NaN,1.0,-17.0,255
258,F,N,Y,0,315000.0,Working,Secondary / secondary special,Separated,House / apartment,-15256,-3291,0,0,0,Laborers,1.0,-18.0,256
259,F,Y,Y,1,270000.0,Working,Secondary / secondary special,Married,House / apartment,-14512,-4596,0,0,0,Laborers,3.0,-46.0,257
260,F,N,Y,1,180000.0,Working,Higher education,Civil marriage,House / apartment,-13767,-1882,0,0,0,Sales staff,3.0,-41.0,258
261,F,N,Y,2,180000.0,Working,Secondary / secondary special,Married,House / apartment,-13361,-6586,1,0,0,Core staff,4.0,-18.0,259
262,M,N,N,0,180000.0,Commercial associate,Incomplete higher,Married,House / apartment,-11223,-2326,0,0,0,NaN,2.0,-46.0,260
263,F,N,N,1,180000.0,Working,Incomplete higher,Married,With parents,-9911,-2665,0,0,0,NaN,3.0,-38.0,261
264,F,N,N,0,81000.0,Pensioner,Secondary / secondary special,Married,House / apartment,-22791,365243,0,0,0,NaN,2.0,-33.0,262
265,F,N,N,0,67500.0,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,-9323,-1346,0,0,0,NaN,2.0,-10.0,263
266,F,N,Y,0,238500.0,Working,Higher education,Married,House / apartment,-20517,-2971,1,1,0,Sales staff,2.0,-12.0,264
267,F,Y,Y,0,202500.0,Pensioner,Higher education,Widow,House / apartment,-21269,365243,0,0,1,NaN,1.0,-39.0,265
268,F,N,Y,0,630000.0,Working,Higher education,Separated,House / apartment,-22001,-1539,1,1,0,Accountants,1.0,-41.0,266
269,F,N,Y,0,405000.0,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,-13362,-1963,0,0,0,Sales staff,1.0,-25.0,267
270,M,Y,N,2,135000.0,Working,Higher education,Married,House / apartment,-12725,-1631,0,0,0,Core staff,4.0,-42.0,268
271,F,Y,N,0,112500.0,Working,Higher education,Married,With parents,-10475,-1792,1,1,0,Core staff,2.0,-11.0,269
272,F,N,Y,0,67500.0,Pensioner,Secondary / secondary special,Married,House / apartment,-22844,365243,0,0,0,NaN,2.0,-13.0,270
273,M,Y,N,2,135000.0,Working,Secondary / secondary special,Married,With parents,-16625,-561,0,0,0,NaN,4.0,-23.0,271
274,M,Y,Y,0,184500.0,State servant,Higher education,Married,House / apartment,-13916,-169,0,0,0,Managers,2.0,-60.0,272
275,M,Y,N,1,337500.0,State servant,Higher education,Married,House / apartment,-12794,-3574,0,0,0,NaN,3.0,-2.0,273
276,F,N,N,0,67500.0,Pensioner,Secondary / secondary special,Separated,House / apartment,-21516,365243,0,0,0,NaN,1.0,-8.0,274
277,M,N,Y,1,90000.0,Commercial associate,Secondary / secondary special,Married,With parents,-8316,-149,0,0,0,Laborers,3.0,-20.0,275
278,F,N,Y,0,180000.0,Working,Higher education,Married,House / apartment,-14083,-7049,1,0,0,Core staff,2.0,0.0,276
279,M,Y,Y,0,112500.0,Pensioner,Secondary / secondary special,Married,House / apartment,-19987,365243,0,0,0,NaN,2.0,-35.0,277
280,F,N,Y,0,112500.0,Working,Secondary / secondary special,Married,House / apartment,-22408,-2685,0,1,0,Cooking staff,2.0,-44.0,278
281,F,N,Y,0,76500.0,Pensioner,Secondary / secondary special,Married,House / apartment,-24311,365243,0,1,0,NaN,2.0,-9.0,279
282,M,N,N,0,90000.0,Pensioner,Secondary / secondary special,Single / not married,House / apartment,-20644,365243,0,0,0,NaN,1.0,-5.0,280
283,M,Y,Y,0,252000.0,Commercial associate,Higher education,Married,House / apartment,-13796,-2682,0,0,0,Drivers,2.0,-33.0,281
284,M,Y,Y,0,180000.0,Pensioner,Secondary / secondary special,Civil marriage,House / apartment,-23289,365243,0,1,0,NaN,2.0,-22.0,282
285,F,N,Y,0,112500.0,Working,Secondary / secondary special,Widow,House / apartment,-16917,-4081,1,0,0,Laborers,1.0,-3.0,283
286,M,N,Y,1,562500.0,Working,Incomplete higher,Married,House / apartment,-13790,-5639,1,1,0,NaN,3.0,-35.0,284
287,F,N,N,0,112500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-18061,-869,0,0,0,NaN,2.0,-16.0,285
288,F,N,Y,0,270000.0,Working,Secondary / secondary special,Single / not married,House / apartment,-12922,-923,0,0,0,Core staff,1.0,-53.0,286
289,M,N,N,3,90000.0,State servant,Secondary / secondary special,Married,House / apartment,-14348,-727,0,0,1,NaN,5.0,-5.0,287
290,F,N,N,2,135000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-12541,-4549,1,1,0,Laborers,4.0,-16.0,288
291,F,N,N,0,157500.0,State servant,Higher education,Married,House / apartment,-11588,-801,1,1,0,Core staff,2.0,-23.0,289
292,F,N,N,0,135000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-14201,-2139,0,1,0,NaN,2.0,-31.0,290
293,F,Y,Y,0,301500.0,Pensioner,Higher education,Married,House / apartment,-21044,365243,0,1,0,NaN,2.0,-7.0,291
294,M,Y,Y,0,225000.0,Working,Secondary / secondary special,Married,House / apartment,-10328,-1156,0,0,0,Laborers,2.0,-20.0,292
295,F,N,N,0,135000.0,State servant,Higher education,Separated,With parents,-19514,-1991,1,0,0,IT staff,1.0,-42.0,293
296,M,Y,N,0,247500.0,Working,Incomplete higher,Separated,House / apartment,-10370,-1550,1,1,0,Managers,1.0,-9.0,294
297,F,N,N,0,270000.0,Working,Secondary / secondary special,Civil marriage,Office apartment,-9184,-840,1,1,0,Sales staff,2.0,-25.0,295
298,M,Y,Y,0,315000.0,Working,Higher education,Married,House / apartment,-8440,-1206,0,0,0,Sales staff,2.0,-3.0,296
299,F,N,Y,0,135000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-11768,-2086,0,0,1,Laborers,2.0,-54.0,297
300,M,Y,N,2,315000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-15476,-2879,0,1,0,Laborers,4.0,-48.0,298
301,M,N,N,0,180000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-14070,-1565,1,1,0,Laborers,2.0,-17.0,299
302,F,Y,Y,0,256500.0,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,-18554,-703,0,0,0,Core staff,1.0,-21.0,300
303,M,Y,Y,0,180000.0,Working,Secondary / secondary special,Married,House / apartment,-13052,-1009,0,0,0,High skill tech staff,2.0,-23.0,301
304,F,N,Y,0,112500.0,Pensioner,Secondary / secondary special,Married,House / apartment,-18666,365243,0,1,0,NaN,2.0,-5.0,302
305,F,N,N,2,382500.0,State servant,Secondary / secondary special,Married,House / apartment,-18946,-4827,0,0,0,Security staff,4.0,-33.0,303
306,F,N,Y,0,112500.0,Working,Secondary / secondary special,Married,Municipal apartment,-20589,-3680,0,0,0,NaN,2.0,-33.0,304
307,M,Y,Y,2,450000.0,Commercial associate,Higher education,Married,House / apartment,-17841,-4305,1,1,0,Managers,4.0,-25.0,305
308,M,Y,Y,0,180000.0,Working,Secondary / secondary special,Married,House / apartment,-17158,-2990,0,0,0,Sales staff,2.0,-9.0,306
309,F,N,N,0,247500.0,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,-16306,-4904,1,1,0,Laborers,2.0,-55.0,307
310,F,Y,Y,0,315000.0,Commercial associate,Higher education,Married,House / apartment,-12883,-3627,0,0,0,Managers,2.0,-39.0,308
311,M,N,Y,0,229500.0,Working,Secondary / secondary special,Single / not married,House / apartment,-16481,-1292,1,1,0,Drivers,1.0,-19.0,309
312,F,N,Y,0,148500.0,Working,Higher education,Married,House / apartment,-17641,-889,0,0,0,Core staff,2.0,-20.0,310
313,F,N,Y,0,135000.0,State servant,Higher education,Married,House / apartment,-18964,-8671,0,1,0,Core staff,2.0,-20.0,311
314,F,N,N,0,135000.0,Working,Secondary / secondary special,Married,House / apartment,-17143,-5507,0,1,0,NaN,2.0,-3.0,312
315,F,N,N,0,166500.0,Working,Higher education,Married,House / apartment,-21466,-3992,0,0,0,Core staff,2.0,-14.0,313
316,F,Y,Y,0,463500.0,Working,Higher education,Married,House / apartment,-20848,-4090,1,1,0,Managers,2.0,-34.0,314
317,F,N,Y,0,90000.0,Pensioner,Secondary / secondary special,Civil marriage,House / apartment,-23236,365243,0,0,0,NaN,2.0,-14.0,315
318,F,N,Y,0,157500.0,State servant,Secondary / secondary special,Widow,House / apartment,-22887,-2052,0,1,0,Drivers,1.0,-7.0,316
319,F,N,N,1,225000.0,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,-12640,-399,0,0,0,Accountants,3.0,-21.0,136
320,F,Y,N,2,135000.0,Working,Higher education,Civil marriage,Municipal apartment,-11008,-1285,1,1,0,Sales staff,4.0,-41.0,317
321,M,Y,N,4,202500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-15328,-2578,0,0,0,Security staff,6.0,-30.0,318
322,M,N,Y,1,202500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-16184,-1003,0,0,0,Drivers,3.0,-15.0,319
323,M,Y,Y,1,405000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-16510,-731,0,0,0,NaN,3.0,-22.0,320
324,M,Y,Y,0,135000.0,Working,Secondary / secondary special,Married,House / apartment,-18820,-3185,0,1,0,Low-skill Laborers,2.0,-7.0,321
325,M,Y,Y,0,225000.0,Working,Higher education,Single / not married,With parents,-9444,-663,1,1,0,NaN,1.0,-21.0,322
326,F,Y,N,0,225000.0,Working,Secondary / secondary special,Widow,House / apartment,-14436,-401,0,0,0,Sales staff,1.0,-1.0,323
327,F,N,N,0,126000.0,Commercial associate,Secondary / secondary special,Married,Municipal apartment,-13658,-6383,1,1,0,Sales staff,2.0,-45.0,324
328,M,Y,Y,1,270000.0,Working,Secondary / secondary special,Married,House / apartment,-14488,-1630,0,1,0,Laborers,3.0,-22.0,34
329,F,N,Y,0,90000.0,State servant,Secondary / secondary special,Separated,House / apartment,-14271,-302,0,0,0,NaN,1.0,-14.0,325
330,F,N,N,0,270000.0,State servant,Secondary / secondary special,Separated,House / apartment,-19363,-12332,0,1,1,Medicine staff,1.0,-18.0,99
331,M,Y,N,0,157500.0,Working,Higher education,Married,House / apartment,-15602,-611,0,0,0,NaN,2.0,-37.0,326
332,F,N,N,0,180000.0,Working,Secondary / secondary special,Married,House / apartment,-17701,-10773,0,0,0,Medicine staff,2.0,-16.0,327
333,M,Y,Y,0,184500.0,State servant,Higher education,Married,House / apartment,-13916,-169,0,0,0,Managers,2.0,0.0,272
334,F,N,N,1,270000.0,Working,Secondary / secondary special,Separated,House / apartment,-16517,-991,0,0,0,Core staff,2.0,-60.0,328
335,F,N,Y,0,99000.0,State servant,Higher education,Married,House / apartment,-18563,-8284,1,1,0,Laborers,2.0,-39.0,329
336,F,Y,Y,0,432000.0,Commercial associate,Incomplete higher,Married,House / apartment,-12719,-1218,0,1,1,Managers,2.0,-31.0,330
337,M,N,Y,0,180000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-19161,-3347,1,1,0,Security staff,2.0,-11.0,331
338,F,N,Y,0,247500.0,Pensioner,Secondary / secondary special,Married,House / apartment,-23132,365243,0,0,0,NaN,2.0,-28.0,332
339,F,N,Y,2,180000.0,Working,Secondary / secondary special,Married,House / apartment,-12899,-157,0,1,0,Laborers,4.0,-37.0,333
340,F,Y,Y,0,117000.0,Working,Secondary / secondary special,Married,House / apartment,-17134,-1986,0,0,0,Sales staff,2.0,-20.0,334
341,F,Y,Y,2,121500.0,Working,Incomplete higher,Married,House / apartment,-11327,-101,1,1,0,Core staff,4.0,-26.0,335
342,F,Y,Y,4,112500.0,Working,Higher education,Married,House / apartment,-13671,-1974,0,0,0,Core staff,6.0,-12.0,336
343,F,Y,Y,0,90000.0,Pensioner,Secondary / secondary special,Married,House / apartment,-21567,365243,0,0,0,NaN,2.0,-36.0,337
344,F,Y,Y,0,99000.0,Working,Secondary / secondary special,Married,House / apartment,-21030,-2299,0,0,0,NaN,2.0,-33.0,338
345,F,N,Y,0,180000.0,Pensioner,Secondary / secondary special,Married,House / apartment,-17732,365243,0,0,0,NaN,2.0,-2.0,339
346,M,N,N,0,225000.0,Working,Higher education,Single / not married,House / apartment,-10166,-1774,1,0,0,NaN,1.0,-40.0,340
347,F,N,N,1,135000.0,Working,Secondary / secondary special,Married,House / apartment,-14461,-1589,0,1,0,Laborers,3.0,-6.0,341
348,M,Y,Y,0,180000.0,Working,Secondary / secondary special,Married,House / apartment,-9145,-1509,0,0,0,Laborers,2.0,-34.0,342
349,M,N,N,0,135000.0,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,-19597,-765,0,1,0,Drivers,2.0,-11.0,343
350,F,N,Y,0,787500.0,State servant,Higher education,Married,House / apartment,-17203,-1431,0,0,1,Managers,2.0,-1.0,344
351,F,N,Y,0,270000.0,Working,Secondary / secondary special,Married,House / apartment,-18114,-10121,0,0,0,High skill tech staff,2.0,-34.0,345
