제목,내용
"BTS 지민, 풋풋 캠퍼스룩…디올 <b>패션</b>쇼 참석","
 
[서울=뉴시스] '방탄소년단 지민'. 2023.01.18. (사진=디올 제공) photo@newsis. *재판매 및 DB 금지[서울=뉴시스]장인영 인턴 기자 = 그룹 방탄소년단(BTS) 멤버 지민이 디올 패션쇼 참석차 인천국제공항을 통해 18일 프랑스 파리로 출국했다.최근 프랑스 명품 브랜드 디올(DIOR)의 글로벌 앰버서더로 발탁된 지민은 디올의 '2023 가을 남성 캡슐 컬렉션-디올 티어즈(DIOR TEARS)' 제품을 착장해 공항에 도착했다. 
[서울=뉴시스] '방탄소년단 지민'. 2023.01.18. (사진=디올 제공) photo@newsis. *재판매 및 DB 금지지민은 블루종과 데님 팬츠, 스니커즈, 미니백으로 캐주얼한 캠퍼스룩을 완성, 소년미 가득한 모습으로 시선을 사로잡았다. 한편 지민은 프랑스 파리에서 열리는 '2023 디올 겨울 남성 컬렉션 패션쇼'에 참석한다.
"
"조이, 꽃무늬 패딩을 소화하네…아무나 못 따라 할 <b>겨울</b>룩","
 
[마이데일리 = 오윤주 기자] 걸그룹 레드벨벳 멤버 조이(본명 박수영·26)가 새해 인사를 전했다.조이는 25일 ""새해 복 마아니 받으세요""라는 글과 함께 여러 장의 사진을 올렸다.공개된 사진에는 계묘년 새해를 맞아 토끼 모자를 쓴 조이 모습이 담겼다. 조이는 귀여운 매력을 뽐낸 한편 청순한 비주얼로 눈길을 사로잡았다. 털모자와 꽃무늬 패딩으로 완성한 겨울 패션이 인상적이다.  
 
누리꾼들은 ""조이도 새해 복 많이 받아"", ""공주님이다"", ""토끼 모자 너무 귀엽다"" 등의 반응이었다.한편 조이는 SBS 예능 프로그램 '동물농장' 진행을 맡고 있다. 조이가 속한 레드벨벳은 지난해 11월 미니앨범 '더 리브 페스티벌 2022 - 벌스데이(The ReVe Festival 2022 - Birthday)'로 활동을 펼쳤다. [사진 = 조이](오윤주 기자 sope@mydaily.co.kr)
"
"[사진]소녀시대 유리,&apos;우아한 <b>겨울패션</b>&apos;","
 
[OSEN=인천공항, 이대선 기자] 소녀시대 유리가 12일 오전 일본 나고야에서 열리는 '2022 Asia Artist Awards IN JAPAN' 참석을 위해 인천국제공항을 통해 출국했다.그룹 소녀시대 유리가 출국장으로 이동하고 있다. 2022.12.12 /sunday@osen.co.kr
"
"홈플러스, <b>패션</b> PB &apos;F2F&apos; <b>겨울</b>의류 신상품","





     (서울=연합뉴스) 홈플러스의 패션PB 'F2F'가 겨울의류 신상품을 선보인다고 28일 밝혔다. 사진은 신상품 선보이는 모델들. 2022.10.28 [홈플러스 제공. 재판매 및 DB 금지]    photo@yna.co.kr

"
"홈플러스, <b>패션</b> PB &apos;F2F&apos; <b>겨울</b>의류 신상품 선보여","





    (서울=연합뉴스) 홈플러스의 패션PB 'F2F'가 겨울의류 신상품을 선보인다고 28일 밝혔다. 사진은 신상품 선보이는 모델들. 2022.10.28 [홈플러스 제공. 재판매 및 DB 금지]    photo@yna.co.kr

"
"유리, 우아한 <b>겨울패션</b>[포토엔HD]","
 
[인천공항(영종도)=뉴스엔 정유진 기자] 소녀시대 유리가 12월 12일 오전 인천 중구 운서동 인천국제공항 제 2여객터미널을 통해 ‘2022 아시아 아티스트 어워즈 인 재팬’ (이하 ‘2022 AAA’) 일정 참석 차 일본 나고야로 출국하고 있다.
"
"추워진 날씨에…이랜드 <b>패션</b>브랜드, <b>겨울</b> 아우터 매출 폭발적 성장세","





뉴발란스 액티브 숏 구스 재킷.(이랜드제공)(서울=뉴스1) 김진희 기자 = 이랜드의 뉴발란스, 스파오, 후아유 등 대표 패션브랜드의 겨울 상품이 고객들의 좋은 반응을 이끌며 매출 상승을 이어가고 있다.지난 주말부터 추워진 날씨로 인해 전년 동기 대비 폭발적인 매출 성장세를 이어가고 있다.13일 이랜드에 따르면 이랜드가 운영하는 글로벌 스포츠 브랜드 뉴발란스는 기본 다운류와 우먼스 플리스가 매출 성장을 이끌고 있다.뉴발란스의 스테디셀러인 액티브 숏 구스 다운과 액티브 라이트 경량 다운재킷이 전년 동기 대비 60% 이상 성장 중이다. 액티브 숏 구스 다운은 친환경 충전재 RDS 인증을 받은 구스다운 충전재를 사용해 보온성을 높였다. 충전재 향균 가공 방식을 통해 세균 증식을 방지하고 냄새 억제 기능을 추가했다. 겉감 발수가공을 통해 생활방수 기능을 추가해 실용성을 높였다. 올해 공격적으로 라인업을 확장한 라이트 경량 다운재킷의 경우는 9:1 비율의 경량 덕다운 충전재를 사용했고 높은 솜털 함량 비율을 통해 가벼우면서도 따뜻하게 기획했다. 목이 올라오지 않는 U넥 형태로 운동 또는 일상에서 다양하게 활용 가능하며 입체 패턴 설계를 통해 겨울철 편안한 활동성을 제공한다.루즈핏의 우먼스 리버서블 플리스 웜업 재킷도 바람막이 재킷과 플리스 후드 집업으로 활용할 수 있어 매출을 견인하고 있다.이랜드의 SPA 브랜드 스파오는 전년에도 큰 인기를 끌었던 푸퍼가 매출 상승을 이끌고 있다.스파오는 지난 7월부터 인기 아이돌 그룹 NCT의 멤버 성찬을 브랜드 엠버서더로 발탁하고 무신사 쇼케이스를 통해 신상 푸퍼를 선공개하며 고객 인지를 선점했다.푸퍼 유니버스 캠페인을 전개하며 더 다양해진 스타일과 컬러를 강조했다. 유튜버 및 유명 인플루언서와 협업하는 등 공격적인 역시즌 마케팅을 전개했다.이러한 마케팅 집중 전략으로 스파오의 아우터 카테고리 매출 상승세가 폭발적이다. 스파오 전체 아우터 카테고리는 10월 누적으로 전년 동기간 대비 2배의 매출 성장을 달성 중이다. 단연 돋보이는 것은 스파오가 집중하고 있는 푸퍼 상품군이다. 올해 스파오의 주력 상품인 파스텔 푸퍼가 전년 동기간 대비 2.8배 성장하며 폭발적인 성장세를 기록 중이다. 스파오의 파스텔 푸퍼는 어떤 이너와 매치해도 잘 어울리는 톤다운된 파스텔컬러와 여유있는 핏에 미니멀한 디자인으로 기획했다. 이와 함께 레글런 소매로 어깨라인을 연출해 여성 고객을 중심으로 큰 인기를 끌고 있다.최근 레트로 트렌드를 타고 성장세를 지속하고 있는 아메리칸 헤리티지 캐주얼 브랜드 후아유는 리버서블 후드웜업과 리버서블 덤블 숏푸퍼가 전년 동기간 대비 8배 이상 많이 팔리며 FW 시즌의 시작을 알렸다.리버서블 덤블 숏푸퍼는 블랙, 크림, 민트, 라이트블루, 라이트퍼플, 그레이 등 다양한 컬러로 출시해 매출 성장을 견인하고 있다.기존 보아퍼를 사용하던 리버서블 푸퍼를 올해 소재 품질과 터치감이 개선된 덤블 소재로 업그레이드해 새롭게 출시했다. 합리적인 가격과 트렌디한 디자인으로 고객들의 사랑을 받으며, 이번 시즌 후아유의 주력 상품으로 이미 자리잡았다.이랜드 관계자는 ""전년보다 빨라진 추위에 많은 고객이 겨울 아우터를 미리 장만하는 추세""라며 ""각 브랜드가 올해 주요 상품을 소재와 품질 부분에서 한단계 업그레이드해 출시한 만큼 이번 시즌 성장세가 더 가팔라질 것으로 예상된다""고 말했다.
		
"
"지마켓·옥션, &apos;<b>패션</b>·뷰티 가을/<b>겨울</b> 신상공개&apos; 연합 행사 연다","

브랜드패션·트렌드패션·뷰티 3개관 개설지마켓과 옥션이 19일부터 10월 2일까지 2주간 '패션·뷰티 가을/겨울 신상공개' 행사 진행한다. 패션과 뷰티 판매자들이 대거 참여하는 연합 행사로, 유명 패션 인플루언서가 출연하는 라이브 방송도 만나볼 수 있다.이번 프로모션은 ▲브랜드패션관 ▲트렌드패션관 ▲뷰티관 등 총 3개관으로 나눠 각 카테고리별 대표 상품을 준비했다. 가을/겨울 패션·뷰티 필수템 추천 코너, 브랜드별 특가 상품 등을 통해 다양한  아이템을 선보일 뿐만 아니라, 지마켓 패션관에서는 일부 상품 무료반품 쇼핑찬스까지 제공한다.풍성한 할인혜택도 준비했다. 각 카테고리 관에서 1만원 이상 구매 시 최대 2만원 할인 가능한 '15% 할인쿠폰'은 매일 3회까지 이용 가능하다. 스마일페이에 등록된 BC/삼성/NH농협 카드로 1만5천원 이상 구매 시 최대 3만원 할인되는 '10% 할인쿠폰'도 제공한다. 할인 혜택은 선착순 조기 소진될 수 있다.



패션뷰티 FW 신상공개 연합 프로모션스타일리스트이자 유명 패션 인플루언서가 게스트로 출연하는 패션템 제안 라이브방송도 2회 특별 편성해 오는 20일 탑텐, 23일 트렌드패션 연합 방송을 진행한다. 20일 탑텐편은 22년 가을/겨울 신상품을 제안하고, 라이브 방송 중 구매인증 고객 20명을 추첨해 모자를 증정한다.23일에는 인기 트렌드패션 '요즘에'의 가을 신상 팬츠와 편안한 신발 '잭앤질'의 코디로 가을 패션 아이템을 제안한다. 트렌드패션 연합 상품은 라이브 방송 전용 '15% 중복쿠폰'으로 더욱 저렴하게 구매 가능하며, '요즘에' 구매인증 고객 중 30명에게 스타벅스 모바일상품권 5천원권을, '잭앤질' 슈즈 구매 고객 선착순 100명에게 라텍스 깔창을 증정하는 이벤트도 마련했다.브랜드패션관 대표 상품으로 지마켓에서는 '에고이스트 BACK 레터링테이프 포인트 숏 점퍼', '온앤온 22 가을겨울 신상, 변형넥 벌룬 슬리브 니트 탑'을, 옥션은 'HAZZYS 로고자수 면혼방 반집업', '빈폴키즈 22가을겨울 클래식 케이블 풀오버', '지오다노 가을겨울 인기 팬츠 컬렉션' 등을 준비했다.트렌드패션관에서는 인기 소호 상품을 위주로 선보인다. 지마켓 대표 상품으로 '픽미트위드자켓', '프렌치오브 가을감성 프렌치룩/니트 신상 모음전', '어반더룸 다이아 펀칭 루즈핏 니트', '후앙스 가을 신상 조거팬츠' 등이 있다. 옥션 대표 상품은 '클릭앤퍼니 가을/겨울신상 자켓/아우터', '빅사이즈 남성 가디건 BEST 모음', '모스트맘 울캐시 브이넥 니트' 등이다.FW 뷰티 신상도 눈여겨볼 만하다. 지마켓 뷰티관에서 '메디힐 신상 맞춤패드(100매+증정)', '바닐라코 글로우 베일 틴트', 'NEW 해피바스 바디로션(500g) 2개'를, 옥션에서는 '아이오페 PDRN 카페인샷(30ml)', '헤라 센슈얼 파우더 매트 리퀴드' 등을 선보인다.지마켓 양재도 프로모션실장은 ""본격 가을 시즌을 맞아 패션과 뷰티 상품 수요가 크게 늘고 있어 카테고리별 신상품 등을 엄선한 기획전을 마련했다""며 ""인플루언서가 참여하는 라이브방송 등 재미 요소는 물론 다채로운 특가 상품이 준비된 만큼 최적의 가을 쇼핑 찬스가 될 것으로 기대한다""고 말했다.

"
"ABC마트, 마음까지 따뜻~ 풍성한 혜택으로 <b>겨울 패션</b> 준비하세요!","

11월 17일까지 온·오프라인 동시 진행... 퍼부츠, 패딩 슈즈, 아우터 등 겨울 아이템 선보여



 원스톱 쇼핑을 제안하는 멀티스토어 ABC마트(대표 이기호)가 다가오는 겨울을 맞아 오는 11월 17일까지 풍성한 할인 혜택을 제공하는 '윈터 페스티벌'을 실시한다.이번 프로모션은 엔데믹 본격화로 야외활동이 증가함에 따라 보온성이 뛰어난 겨울 상품을 보다 합리적인 가격에 구매할 수 있도록 마련됐다. 퍼부츠, 패딩 슈즈, 아우터 등 겨울 필수품으로 꼽히는 신발 및 의류 상품을 폭넓게 선보이며 온·오프라인에서 동시 진행한다. 전국 ABC마트 매장에서 상품을 많이 구매할수록 할인 혜택이 늘어나는 행사를 진행한다. 신발 1족만 구매해도 5천 원 할인이 적용되며 키즈 및 의류 상품과 함께 구매하면 추가 2만 원 할인까지 받을 수 있다.아트닷컴에서는 따뜻한 겨울나기를 위해 일명 '뽀글이'로 불리는 셰르파 플리스 재킷에 대한 세일 이벤트를 준비했다. 얼리버드 구매 혜택으로 1만 원 할인 쿠폰을 제공해 본격적인 추위가 시작되기에 앞서 포근한 겨울 아우터를 미리 준비할 수 있다. 아트닷컴 멤버십 회원이라면 누구나 1인 1매를 다운로드할 수 있으며 아우터 구매 시 바로 사용 가능하다.ABC마트 관계자는 ""올해 때이른 추위로 방한용품 구입을 비롯해 겨울을 미리 대비하는 추세에 맞춰 이번 프로모션을 기획했다""며 ""실속 있는 혜택과 함께 올겨울 보온성과 스타일을 동시에 챙기는 트렌디한 윈터룩을 준비해 보시길 바란다""고 전했다.

"
"레아 미셀, <b>겨울</b> 추위를 녹이는 따뜻한 햇살 미소 [포토화보]","
 
사진｜Splash News 
사진｜Splash News 
사진｜Splash News 
사진｜Splash News 
사진｜Splash News레아 미셀, 겨울 추위를 녹이는 따뜻한 햇살 미소 [포토화보]할리우드 배우 레아 미셀이 햇살 미소로 화제가 됐다. 15일(현지시간) 미국 뉴욕의 한 거리에서 포착된 미셀은 갈색 롱코트에 롱부츠를 매치해 깔끔하면서 감각적인 겨울 패션을 선보였다. 레아 미셀은 배우와 가수로서 다양한 분야에서 활약중이다. 동아닷컴 연예뉴스팀 star@donga.com
"
“쇼 잘하고 민폐”…구찌 뒤풀이 한밤 소음에 시민 고통,"

자정 넘어까지 행사 계속…소음 신고로 결국 경찰 출동



이탈리아 명품 브랜드 구찌가 16일 서울 경복궁 근정전에서 ‘구찌 2024 크루즈 패션쇼’를 열었다. 오른쪽 사진은 같은 날 밤늦게까지 이어진 뒤풀이 행사장 모습. 사진공동취재단, 트위터 캡처세계적인 명품 브랜드 구찌의 경복궁 패션쇼 이후 진행된 뒤풀이 행사가 밤늦게까지 도 넘은 소음을 유발해 인근 주민들이 불편을 겪었다.구찌 측은 16일 서울 종로구에 위치한 경복궁 근정전에서 ‘2024 크루즈 패션쇼’를 개최한 이후 인근 건물에서 뒤풀이 행사를 이어갔다. 쇼에 초청된 패션계 인사와 연예인, 유명인 등이 참석한 ‘그들만의 잔치’였다. 문제는 그로 인한 불편을 일반 시민들이 떠안았다는 점이다.이날 밤 9시56분쯤 트위터에는 “소음 공해 신고는 어떻게 하나”라고 토로하는 글이 올라왔다. 인근 동네 주민으로 보이는 네티즌 A씨는 먼 거리에서 촬영한 구찌 뒤풀이 행사장 사진을 첨부하며 “10배 줌으로 찍은 거다. 내 방까지 음악 소리가 너무 크게 들린다. 스피커를 밖에 설치한 것 같은 정도다. 심지어 레이저 불빛까지 번쩍거린다”고 호소했다.



16일 밤까지 이어진 구찌 뒤풀이 행사장의 모습. 트위터 캡처약 두 시간 뒤인 밤 11시52분쯤 A씨는 다시 트윗을 올려 “나 진짜 정신병 걸릴 것 같다. 왜 저렇게 외부에까지 소리를 울리게 하는지 모르겠다”면서 “여기 사람 사는 곳이다. 어떻게 이럴 수가 있나. 명품 회사답게 굴면 안 되는 거냐”고 불만을 털어놨다.이번에는 영상을 첨부했는데, 거리가 꽤 멀리 떨어져 있는 상황인데도 마치 공연장에 온 듯한 소음이 계속 이어졌다. 통유리를 통해 건물 내외부 불빛도 번쩍였다. A씨는 “거의 2~3시간째 저러고 있다”며 “참다 참다 어머니가 경찰서에 신고하셨다”고 전했다.



16일 밤까지 이어진 구찌 뒤풀이 행사장의 모습. 트위터 캡처실제로 소음 신고로 인해 경찰도 출동했다. 또 다른 네티즌 B씨는 17일 새벽 1시30분쯤 트위터에 글을 올려 “밤 12시 다 되도록 쿵쾅쿵쾅하더니 마침내 경찰이 출동했다. 뭐지 싶었는데 경복궁 구찌쇼 애프터파티라더라”면서 현장 영상을 공개했다. 영상에는 경찰 출동으로 사이렌 소리가 울리는 와중에 행사는 어느 정도 마무리된 모습이 담겼다.온라인에는 비판의 목소리가 들끓었다. SNS와 여러 커뮤니티에는 “쇼 멋있게 해놓고 뒤풀이로 욕먹는다” “평일 저녁에 저게 웬 민폐냐” “명품이 뭐라고 일반 시민들이랑 무슨 상관이냐. 서울시는 뭐 하는 거냐” “루이비통은 잠수교에서 패션쇼 열면서 교통 통제로 난리더니 구찌는 소음 공해냐” 등 부정적 반응이 나왔다. 한 네티즌은 “이날 바로 옆 서울광장에서는 이태원 참사 200일 추모식이 있었다”며 씁쓸해했다.



16일 밤까지 이어진 구찌 뒤풀이 행사장의 모습. 트위터 캡처구찌가 이날 선보인 패션쇼는 아시아에서 여는 첫 크루즈 패션쇼였다. 추운 겨울 날씨를 피해 따뜻한 곳으로 휴양을 떠나는 유럽 상류층을 겨냥해 시작했던 크루즈 컬렉션은 최근에는 이듬해 봄 패션 흐름을 엿볼 수 있는 쇼로 잘 알려졌다.기존에 덕수궁, 창덕궁 등 다른 궁궐에서는 크고 작은 패션쇼 행사가 열린 적 있지만, 경복궁의 중심 건물이자 국보인 근정전 일대에서 열린 건 처음이다. 패션쇼가 열리는 경복궁 내부에서는 약 1주일 전부터 무대 시설을 설치한 것으로 전해졌다.



16일 오후 서울 종로구 경복궁 근정전 앞에서 이탈리아 명품 브랜드 구찌의 '2024 크루즈 패션쇼'가 열리고 있다. 연합뉴스이날 패션쇼에는 구찌의 앰버서더(홍보대사)로 활동 중인 가수 겸 배우 아이유, 배우 이정재, 김혜수, 김희애 등과 그룹 뉴진스 하니를 비롯해 연예·패션계 관계자 등 약 570명이 참석했다. 엘리자베스 올슨, 다코타 존슨, 시어셔 로넌 등 할리우스 스타들도 방한해 쇼를 즐겼다.
		
"
